"x","y","ident"
"622830.864563529"," 6553311.9506923",11648
"638712.604199194"," 6553967.37964111",11649
"656801.893123728"," 6536925.95591521",11650
"595537.278796778"," 6573229.53148935",11651
"611827.200227362"," 6563180.49485519",11652
"633763.655521565"," 6563023.32417763",11653
"655619.712620345"," 6553128.15619357",11654
"586726.360889384"," 6584976.46182936",11655
"611091.734277961"," 6594695.94871321",11656
"627439.326056869"," 6590550.71976197",11657
"577465.219251957"," 6453947.85737901",11658
"610412.93609127"," 6453168.28048139",11659
"635066.266318332"," 6451412.66147888",11660
"582031.648676988"," 6475790.26854942",11661
"622628.601362776"," 6462039.33475419",11662
"638778.855402503"," 6487035.80067838",11663
"664439.883919615"," 6481751.082394",11664
"613168.463140573"," 6506836.13566625",11665
"644392.561072033"," 6490304.73107881",11666
"631280.771672116"," 6383103.72777808",11667
"669502.647078916"," 6382796.639335",11668
"629696.831145646"," 6438180.84041274",11669
"659405.679677002"," 6429843.01791678",11670
"672061.967992542"," 6417188.36583349",11671
"708337.585841622"," 6438855.13300694",11672
"660483.087978646"," 6448861.94354168",11673
"678352.824964879"," 6462306.68610207",11674
"717787.62729777"," 6443604.19596325",11675
"654051.224931463"," 6466917.58707038",11676
"680535.055113344"," 6460177.62428487",11677
"701732.731009219"," 6477339.37929257",11678
"630243.271521298"," 6814602.79154815",11679
"643626.513258372"," 6804095.70252281",11680
"670041.299657527"," 6809144.77876145",11681
"642421.710455796"," 6822104.81999554",11682
"657346.603442733"," 6821074.97505024",11683
"666403.691130321"," 6839618.13309342",11684
"624191.832260234"," 6834859.95191615",11685
"635637.099431646"," 6840083.69692601",11686
"653108.756863143"," 6840866.70125369",11687
"654328.455958333"," 6847036.04055456",11688
"498264.042785572"," 6947335.43445112",11689
"527038.243405516"," 6949528.00058516",11690
"533528.889519903"," 6948217.4127478",11691
"576786.788401749"," 6940364.29767253",11692
"609516.141824794"," 6932035.73785479",11693
"517826.619508672"," 6957781.75037371",11694
"552640.534792836"," 6960285.1786699",11695
"585460.578289438"," 6971352.23024076",11696
"602963.027940502"," 6963235.67945993",11697
"592371.901371886"," 6975591.54378062",11698
"900969.486610442"," 6416658.54887788",11699
"890441.810245569"," 6435763.69189176",11700
"911749.582529477"," 6430806.18274848",11701
"944550.575091448"," 6448120.46473365",11702
"850760.462723149"," 6481515.55956093",11703
"882552.756787221"," 6465998.42670125",11704
"907177.695936001"," 6482987.3486956",11705
"936657.405564506"," 6491784.43963391",11706
"846313.144551998"," 6493815.16234003",11707
"877160.19044997"," 6498233.40350747",11708
"880931.976185123"," 6546121.33660571",11709
"1227674.40571387"," 6051657.02749394",11710
"1205249.29754285"," 6072516.46599705",11711
"1226407.93608904"," 6083160.30681572",11712
"1178770.3842832"," 6088294.63157865",11713
"1212384.02240758"," 6079620.65532865",11714
"1220790.60431507"," 6107896.8520003",11715
"1192278.41897162"," 6115907.19196165",11716
"1210277.28050796"," 6129496.79687304",11717
"1182965.11163229"," 6141324.89350398",11718
"1211129.15411906"," 6129092.9846117",11719
"1183363.69872319"," 6142408.11918259",11720
"1220913.31444839"," 6129907.5136754",11721
"1226003.22016548"," 6142695.29332419",11722
"1181068.29633881"," 6162482.93165935",11723
"1177567.70580826"," 6171957.50458052",11724
"1215340.26061809"," 6159574.59554428",11725
"1243688.34189638"," 6161290.21045172",11726
"1168397.86890839"," 6168225.66960233",11727
"1197741.98304215"," 6189702.62813142",11728
"1210355.36394148"," 6170288.23211084",11729
"669127.402654277"," 6503520.94337369",11730
"692893.971725643"," 6482238.16244888",11731
"716983.925541125"," 6493587.74205694",11732
"745178.503304831"," 6491969.77720155",11733
"670072.868992002"," 6516279.20143788",11734
"682592.514612988"," 6515501.8684549",11735
"723248.932118722"," 6520086.48714533",11736
"748118.115858286"," 6515298.67431631",11737
"684714.382383318"," 6549213.02703217",11738
"721762.850921795"," 6551187.91332942",11739
"621845.080488088"," 6285380.95753272",11740
"638811.134898217"," 6276701.74849318",11741
"674209.467652753"," 6275745.05327368",11742
"581893.659248289"," 6312249.03498261",11743
"605741.162936861"," 6311760.68744107",11744
"635090.090038368"," 6309992.58043661",11745
"656171.145220787"," 6302975.47936856",11746
"590663.974411126"," 6322125.05482406",11747
"630005.545200507"," 6325871.74390246",11748
"651414.818854184"," 6317263.13118626",11749
"947358.248345483"," 6530279.46052587",11750
"967521.715732154"," 6527000.4830228",11751
"929804.270504903"," 6552467.51490954",11752
"946984.689198297"," 6559520.38605671",11753
"955793.926059065"," 6554047.47964322",11754
"997149.720983311"," 6556208.92229463",11755
"966791.902165657"," 6566862.19868217",11756
"961157.300355641"," 6594322.53903669",11757
"958561.442693884"," 6463788.23286723",11758
"996036.519904469"," 6476480.18642663",11759
"1024553.79490878"," 6456709.4704356",11760
"915241.280479295"," 6485817.50759596",11761
"949101.634347409"," 6491811.3532264",11762
"968326.899636725"," 6486996.53791005",11763
"987968.296341446"," 6496999.51447754",11764
"1021940.17192486"," 6503049.34643416",11765
"946848.697639599"," 6519726.46270493",11766
"979031.840115043"," 6521186.07909964",11767
"995466.618251835"," 6525273.46429495",11768
"989919.058046293"," 6307522.77291356",11769
"1016374.44098245"," 6296738.639632",11770
"1028425.91428288"," 6308149.47494747",11771
"1065525.27775938"," 6294024.0205496",11772
"1014637.17600096"," 6341035.65399836",11773
"1025971.35295716"," 6328083.30033275",11774
"1046206.70570476"," 6318761.42870004",11775
"1016250.64045422"," 6339235.97838424",11776
"1031600.7623784"," 6359364.35152471",11777
"1040875.06880933"," 6357189.83871091",11778
"681996.856848908"," 6259400.38214847",11779
"723842.22928316"," 6267169.85041219",11780
"749748.644910045"," 6243613.90119828",11781
"757106.642011324"," 6260465.15085678",11782
"698870.314689099"," 6287271.13405048",11783
"751012.875253559"," 6285518.04831988",11784
"769260.817557344"," 6285177.43926301",11785
"777895.118779752"," 6274471.29261485",11786
"720084.408737943"," 6311357.57825004",11787
"759345.904170307"," 6304646.97498961",11788
"634212.504870566"," 7024860.93129073",11789
"662430.22235103"," 7002021.42375563",11790
"682718.410148761"," 7005336.90484282",11791
"727145.575022418"," 7014474.90380653",11792
"612886.157549676"," 7048345.19617915",11793
"631398.39526576"," 7051762.67358664",11794
"668503.066287302"," 7039531.91850524",11795
"680824.474125644"," 7048016.55030068",11796
"597370.722635407"," 7074803.65564453",11797
"635011.496267589"," 7071920.611587",11798
"639004.775172407"," 7088631.80541919",11799
"630123.431344333"," 6964709.59585619",11800
"663044.205141713"," 6953204.24550672",11801
"680568.536390722"," 6949533.85430847",11802
"694810.989383491"," 6968736.59335536",11803
"602359.086812578"," 6977068.83614382",11804
"623376.524585115"," 6993515.6658428",11805
"655059.072805097"," 6983543.27398783",11806
"700023.047166116"," 6995463.4649629",11807
"709639.703380758"," 6996164.21088541",11808
"596591.613718413"," 7012896.03208593",11809
"627704.269310276"," 7002420.12322351",11810
"652727.626982604"," 7008844.16493989",11811
"457905.927409189"," 6188756.07627963",11812
"461856.508799626"," 6199216.82762035",11813
"484615.067558187"," 6184554.68727795",11814
"445136.307800891"," 6212476.29045378",11815
"467354.4392919"," 6197589.80471976",11816
"490897.636318403"," 6222784.5304586",11817
"461541.878231598"," 6230424.77574817",11818
"492606.221416789"," 6241439.23218514",11819
"459602.121170408"," 6259481.67245803",11820
"440909.429459604"," 6281533.63541484",11821
"687686.834673867"," 6315892.89689606",11822
"719008.457619837"," 6321735.20772887",11823
"612574.99383596"," 6342052.34181552",11824
"639816.681175361"," 6350565.06379457",11825
"671069.000082561"," 6352813.57743727",11826
"693084.914792469"," 6334800.98650741",11827
"613367.373811279"," 6385880.01738964",11828
"653927.322277668"," 6382095.99519345",11829
"677056.294384883"," 6379025.8537625",11830
"713898.535739771"," 6377720.95376356",11831
"685818.968874872"," 6404366.05259288",11832
"375858.660846266"," 6310110.5504224",11833
"390823.408397541"," 6299307.32819456",11834
"435296.778298056"," 6299214.00396824",11835
"373291.423668403"," 6331070.27395498",11836
"403888.758360104"," 6322814.25632406",11837
"419785.575010887"," 6329388.85418568",11838
"469145.271729197"," 6338191.66897666",11839
"370571.532252494"," 6375871.53792382",11840
"388997.50095296"," 6370815.73371311",11841
"411296.033973891"," 6211083.51303386",11842
"364431.988677188"," 6230628.21306266",11843
"379488.689889797"," 6232324.89320893",11844
"412991.394780661"," 6246522.59810805",11845
"419726.546319706"," 6233233.33267566",11846
"332699.848094714"," 6258149.86909573",11847
"338741.250751718"," 6268416.57193211",11848
"369692.379748115"," 6256078.04991604",11849
"401750.670027073"," 6270743.00258254",11850
"439774.448891674"," 6253485.52437332",11851
"606918.354993367"," 6149502.67332231",11852
"672948.697284796"," 6141435.25709023",11853
"635097.772539274"," 6149910.96008722",11854
"635855.288114705"," 6154337.11982951",11855
"664467.588156462"," 6158084.54052232",11856
"689304.240007579"," 6167824.85861018",11857
"646865.019966848"," 6189737.53176845",11858
"697773.72375752"," 6193821.76520984",11859
"524637.549454222"," 6509461.05601741",11860
"562649.898410016"," 6492796.9911416",11861
"585472.304028928"," 6509760.49422761",11862
"613997.301381847"," 6500885.37436919",11863
"545472.633924507"," 6530785.07913501",11864
"573505.502021409"," 6532098.2269453",11865
"555235.424840064"," 6564853.53901492",11866
"567650.679754562"," 6546298.03011635",11867
"549348.969713025"," 6570237.17323043",11868
"588272.218056492"," 6564746.41972878",11869
"435093.550137512"," 6372319.89384956",11870
"462997.174024342"," 6378457.11721435",11871
"353360.164787971"," 6406655.37152623",11872
"404212.815427996"," 6410906.95068889",11873
"432405.019053525"," 6415817.85041557",11874
"458674.955306335"," 6393050.97360813",11875
"386700.272873819"," 6441497.99321818",11876
"433736.300654977"," 6443853.15853211",11877
"464791.763577371"," 6447122.43413592",11878
"394851.342269063"," 6461485.13093487",11879
"425205.532582744"," 6466952.75891934",11880
"577688.870231824"," 6617890.37510854",11881
"597577.4291904"," 6613177.24164211",11882
"627897.354953963"," 6590682.94937824",11883
"543821.882902929"," 6624825.80473088",11884
"555864.35323322"," 6629206.70892019",11885
"593577.875793102"," 6623803.05908527",11886
"622936.357029754"," 6636986.31521221",11887
"568072.086840139"," 6638428.51453639",11888
"588494.536033953"," 6661013.74962545",11889
"613867.911736521"," 6649614.6220592",11890
"602934.072907204"," 6685003.63457932",11891
"352986.724921405"," 6607622.76099205",11892
"375348.527226268"," 6598643.39179035",11893
"389642.979218063"," 6612087.86119382",11894
"354841.274195254"," 6630719.29697531",11895
"362527.220174341"," 6618103.69983899",11896
"397369.808996466"," 6634693.61131197",11897
"315185.285913893"," 6672797.1180631",11898
"361925.32867626"," 6660663.60865349",11899
"396711.188675274"," 6656934.56042187",11900
"508589.941419594"," 6412512.87072092",11901
"532115.478000327"," 6415467.41293404",11902
"546623.197962043"," 6424971.94594364",11903
"478347.195400068"," 6447133.84773129",11904
"505215.337027728"," 6442233.26427874",11905
"533586.609495527"," 6443865.63854304",11906
"564116.963218411"," 6443048.09443199",11907
"503420.342875577"," 6460309.55064474",11908
"547022.908350176"," 6470562.3439177",11909
"558274.039687102"," 6476843.86111228",11910
"486424.733181013"," 6546402.7904139",11911
"491808.543530753"," 6581599.95533228",11912
"514314.242902761"," 6580063.02938033",11913
"557758.499260698"," 6568682.24039842",11914
"499986.082370853"," 6628155.70764793",11915
"516673.545077061"," 6607089.44869777",11916
"498456.56750211"," 6639560.84046978",11917
"518037.364588668"," 6632928.24910953",11918
"463265.668796747"," 6661455.2524724",11919
"490704.019758379"," 6671799.06430104",11920
"590185.199361168"," 6172413.66606658",11921
"561038.964073521"," 6174458.91435501",11922
"564737.820548116"," 6198993.73977687",11923
"580673.759663351"," 6187561.595596",11924
"542858.721268711"," 6207920.93682135",11925
"580207.611710875"," 6224103.49186542",11926
"614529.443499506"," 6204258.06568502",11927
"582289.333336166"," 6227782.62798963",11928
"661475.402606805"," 6857501.82732751",11929
"648001.275829919"," 6862297.0108343",11930
"663149.341663088"," 6847790.17490611",11931
"652596.451347847"," 6867460.98798304",11932
"631685.333292879"," 6873603.19571174",11933
"667429.368921298"," 6870198.73667578",11934
"654935.675934659"," 6851880.29654414",11935
"637151.664519259"," 6856660.63901147",11936
"660228.735702815"," 6859110.02649104",11937
"635257.97968296"," 6851332.40904788",11938
"633884.308017367"," 6870493.40052659",11939
"643189.557013804"," 6872988.63455782",11940
"631734.781675354"," 6870414.48516454",11941
"646075.538131916"," 6862575.43085292",11942
"640363.789555193"," 6875311.80101149",11943
"649347.190568926"," 6851877.61152797",11944
"645944.341375264"," 6876260.53377242",11945
"663066.538387777"," 6563229.88268848",11946
"696700.546113087"," 6571677.92281531",11947
"741999.606293314"," 6566994.97857991",11948
"748499.107888964"," 6576593.24929047",11949
"645941.703420555"," 6599008.72382116",11950
"676757.402100468"," 6609709.52064511",11951
"700167.150246223"," 6595457.86038287",11952
"741481.267287084"," 6590845.46793498",11953
"750460.502679524"," 6586956.84648365",11954
"677176.415703127"," 6616967.81842601",11955
"717611.712692549"," 6608363.02597173",11956
"725778.766571232"," 6628764.03270852",11957
"919802.513915238"," 6797597.3317461",11958
"912490.879577709"," 6835809.04013969",11959
"933471.382469703"," 6853106.04577444",11960
"954343.538082678"," 6825539.50081605",11961
"985340.26193637"," 6821175.45518584",11962
"918141.914392946"," 6854337.51019087",11963
"946883.937357758"," 6864337.35269026",11964
"912457.58532652"," 6886461.41515361",11965
"909584.137812381"," 6905862.53381459",11966
"904551.888529626"," 6915767.89214278",11967
"961804.861931118"," 6864990.70562268",11968
"993769.992692609"," 6860434.6624793",11969
"1010114.13993637"," 6861244.6277806",11970
"934629.763521948"," 6879403.69674618",11971
"976991.610668588"," 6884011.15984804",11972
"993806.646564257"," 6878467.94277112",11973
"1030286.38738065"," 6878600.89971832",11974
"931325.60179452"," 6917688.98030261",11975
"969711.042379017"," 6912627.66953076",11976
"643936.075341168"," 6722590.463086",11977
"672425.318834088"," 6737707.1278067",11978
"603770.389073799"," 6759384.81162436",11979
"612151.678478121"," 6763610.38598366",11980
"644501.988437238"," 6746117.10894521",11981
"669900.631633303"," 6753884.47214517",11982
"717122.412339005"," 6764647.95213326",11983
"621142.557169086"," 6787816.83496563",11984
"636955.44316082"," 6780696.45555122",11985
"677750.688007749"," 6787295.01160691",11986
"699828.102110105"," 6783910.50867169",11987
"1032116.56246451"," 6811166.6146959",11988
"1041263.69377039"," 6804194.71198365",11989
"1032925.30078092"," 6832805.10110243",11990
"1053672.74980433"," 6822332.65106494",11991
"1016604.21389272"," 6858393.99513041",11992
"1044267.98637863"," 6859309.8335359",11993
"1011147.28383581"," 6857484.35554068",11994
"1029693.07114021"," 6883496.23747609",11995
"1038200.53547527"," 6874255.03956127",11996
"1079174.39398983"," 6872128.12993649",11997
"1056131.14007655"," 6896229.64311154",11998
"784580.522677955"," 6582092.01076342",11999
"795445.038669383"," 6559826.93105745",12000
"764603.967554961"," 6596592.66203684",12001
"815723.573987012"," 6603939.69657408",12002
"831322.871423444"," 6609738.60376557",12003
"860925.246921963"," 6597588.70485281",12004
"815169.827838068"," 6644071.62912001",12005
"837225.475781715"," 6620954.51584828",12006
"839590.089942924"," 6629190.33335798",12007
"793690.132040171"," 6663945.04691519",12008
"713179.182135278"," 6726811.50880961",12009
"712706.87215936"," 6718523.17525858",12010
"745944.584724204"," 6728462.11551076",12011
"772798.7178179"," 6717422.70660439",12012
"712493.513952685"," 6730473.56830293",12013
"754846.20796022"," 6739132.86600111",12014
"777141.229142112"," 6754180.21898566",12015
"733398.956283672"," 6769898.11533442",12016
"770852.541010538"," 6781759.39139756",12017
"741109.259277327"," 6793240.92925834",12018
"631247.62012754"," 6612629.39561966",12019
"649656.991606154"," 6631211.03439356",12020
"623320.163107853"," 6647194.54122597",12021
"664199.096529321"," 6649807.12196214",12022
"701282.422735063"," 6649735.06615387",12023
"635172.982701476"," 6668222.30842333",12024
"668813.291552053"," 6676662.32208158",12025
"693214.128456717"," 6691801.14971842",12026
"651999.709770591"," 6699864.41194461",12027
"681765.545249624"," 6694491.06195857",12028
"738441.489810551"," 6843903.30853843",12029
"753920.763398644"," 6870247.73787678",12030
"791240.848502895"," 6855944.89360199",12031
"827862.378434725"," 6853007.95996533",12032
"862049.527608932"," 6863982.08829546",12033
"757614.811522078"," 6887440.9251114",12034
"786182.696763245"," 6878244.17211242",12035
"827693.330283723"," 6886823.82323906",12036
"857369.581808479"," 6883200.3684634",12037
"774492.086594116"," 6908076.0365846",12038
"784881.960390886"," 6908417.59081282",12039
"815474.484694637"," 6895200.537907",12040
"733133.433495013"," 6891001.50485567",12041
"742492.742575319"," 6884112.38254092",12042
"718424.181259534"," 6932618.02729102",12043
"757788.973506154"," 6929793.60986849",12044
"761885.532408816"," 6915867.04491986",12045
"707259.01534438"," 6942755.86807356",12046
"748987.366226116"," 6947110.99258811",12047
"766362.039547277"," 6945355.65275886",12048
"713727.788484021"," 6988533.8222238",12049
"745674.343476618"," 6974327.47879557",12050
"781444.675729473"," 6991124.47234827",12051
"803731.968420206"," 6912543.75316709",12052
"823556.875645513"," 6911903.80279947",12053
"844688.286933196"," 6922612.56559327",12054
"773054.451056655"," 6941894.74975706",12055
"803350.886864236"," 6955546.19601478",12056
"835804.36298936"," 6959222.04933611",12057
"845675.416945559"," 6936621.59880639",12058
"793736.350972785"," 6975567.37654833",12059
"827247.226097019"," 6959996.030284",12060
"808680.07524717"," 6980722.52138949",12061
"657402.897376128"," 6795821.65341565",12062
"689033.125316757"," 6799781.57505134",12063
"680777.48043605"," 6812740.11946724",12064
"697986.956000361"," 6835708.83845419",12065
"721917.915601789"," 6841990.64533666",12066
"689050.286760587"," 6856029.97243612",12067
"719232.915818266"," 6853242.48321097",12068
"661989.417957634"," 6886181.53198598",12069
"694141.488665748"," 6879744.97737339",12070
"709748.878228589"," 6661452.8577982",12071
"762027.0953166"," 6655542.70463274",12072
"758726.544472592"," 6657037.56171954",12073
"726207.535230665"," 6662286.48390975",12074
"744224.608687375"," 6681743.5713334",12075
"776789.722386019"," 6674400.61429404",12076
"684544.812012063"," 6700343.4042403",12077
"736607.071804925"," 6698637.15359042",12078
"745302.46304131"," 6708289.92792903",12079
"722667.203784805"," 7012045.69038026",12080
"736072.239476549"," 6997372.94898856",12081
"757417.96274274"," 7018050.43113905",12082
"701716.182950769"," 7047765.27163542",12083
"744406.57417878"," 7021582.21670862",12084
"699099.217851122"," 7041534.54041957",12085
"710304.214881618"," 7054091.2351749",12086
"654018.99322681"," 7094054.40577637",12087
"654494.418309591"," 7098927.35728341",12088
"679417.587800881"," 7109603.50051801",12089
"235652.155095652"," 6806276.99467795",12090
"262204.681310934"," 6792891.22256892",12091
"285423.002869214"," 6813251.82570586",12092
"237062.981181718"," 6830114.91397391",12093
"275297.300016639"," 6811638.51856715",12094
"290193.70379145"," 6831314.9650441",12095
"322545.135172598"," 6836852.05920129",12096
"211423.265577043"," 6853030.59645477",12097
"226081.541112564"," 6846295.61716239",12098
"276309.462866877"," 6851597.49687198",12099
"948904.605380635"," 6253707.81213244",12100
"971730.277535181"," 6245716.99659074",12101
"983849.674733262"," 6234771.25482367",12102
"922871.545626226"," 6272713.13436366",12103
"959638.913256723"," 6269702.48466394",12104
"976663.627866562"," 6248202.9818002",12105
"1019132.9522274"," 6271528.36889996",12106
"924222.612733397"," 6310365.17171062",12107
"965441.914700578"," 6282883.26697763",12108
"987390.430639405"," 6303118.5416492",12109
"856746.615033093"," 6532073.20586601",12110
"906473.094513508"," 6517294.04777577",12111
"850236.678293216"," 6545002.15797433",12112
"856115.695262755"," 6552829.70136711",12113
"885507.940659913"," 6557011.48224277",12114
"896941.018719095"," 6540647.50344706",12115
"852331.485209483"," 6564757.97872198",12116
"867642.452130708"," 6575244.62173366",12117
"909714.051233473"," 6563605.46200675",12118
"927477.587642203"," 6575912.41281153",12119
"860926.929583269"," 6595905.28839798",12120
"310477.047659886"," 6757058.5417396",12121
"350696.361770338"," 6762024.67412433",12122
"325846.19510403"," 6774946.60456222",12123
"334705.668024204"," 6780250.26942626",12124
"367178.36568638"," 6790559.98598714",12125
"393607.299317064"," 6784827.91492738",12126
"316178.269138989"," 6815023.38604371",12127
"348783.850625574"," 6810935.14316551",12128
"355779.089755782"," 6795568.2082644",12129
"397630.044606904"," 6812145.9327482",12130
"329041.635498821"," 6831928.25465111",12131
"664880.914506495"," 6894652.32939319",12132
"687776.263878853"," 6892136.20150788",12133
"614964.074606642"," 6909111.57430121",12134
"633486.805566401"," 6929555.31546817",12135
"658413.790883489"," 6917414.20585633",12136
"681578.994585373"," 6928102.45420289",12137
"609409.023260333"," 6937742.74366524",12138
"624914.814381674"," 6944966.58945538",12139
"690503.228969113"," 6939894.50404037",12140
"486738.287332024"," 6266814.61012325",12141
"472259.736593611"," 6279718.38160635",12142
"499573.04482397"," 6271459.5706736",12143
"529251.871457569"," 6279076.15748917",12144
"532545.819853436"," 6270267.86718734",12145
"452540.776856973"," 6304456.55691071",12146
"481777.478871423"," 6308528.04454609",12147
"510872.713741161"," 6296235.71886781",12148
"515202.160362282"," 6203206.42225969",12149
"517118.553669319"," 6240859.42750015",12150
"528414.774622868"," 6217417.59791654",12151
"568339.590451753"," 6212770.7301654",12152
"521402.325492452"," 6250270.07718345",12153
"562659.226686767"," 6239370.2949235",12154
"586163.818243937"," 6234625.53964702",12155
"558940.119876599"," 6276020.2744543",12156
"579680.83259561"," 6272093.92371452",12157
"598959.81188775"," 6297567.26508449",12158
"545434.642878891"," 6322101.02612006",12159
"554924.231386925"," 6315724.28825164",12160
"509573.733512261"," 6336004.00859215",12161
"538976.528102131"," 6326142.26056453",12162
"571475.918643358"," 6337008.47117887",12163
"570460.620210338"," 6333757.49239423",12164
"540337.775687286"," 6357290.65622731",12165
"567171.183737176"," 6370274.1904563",12166
"594429.796887393"," 6351962.5046483",12167
"584629.760331888"," 6348969.61279742",12168
"542419.63608598"," 6355542.89553586",12169
"565184.176864571"," 6373564.32304989",12170
"597865.039320317"," 6374765.92728209",12171
"550982.375703172"," 6369977.99120009",12172
"585664.370635061"," 6376325.4405335",12173
"594825.276644555"," 6402144.08124429",12174
"605877.075529429"," 6370001.98103119",12175
"571011.555709413"," 6415458.85966548",12176
"601415.680945505"," 6406964.79821035",12177
"606430.415351646"," 6399442.48151423",12178
"606206.605309275"," 6440585.25457261",12179
"1028498.5249571"," 6726051.09101209",12180
"1029789.93114513"," 6734023.47179178",12181
"1003417.36421804"," 6743012.78621086",12182
"1014871.9037367"," 6741780.70449863",12183
"1002018.2790875"," 6763807.14322182",12184
"1026403.77357565"," 6760077.56323295",12185
"998023.078044642"," 6788176.69356994",12186
"1036398.1087083"," 6780801.86464644",12187
"1006260.66796365"," 6797669.72613887",12188
"659410.292899495"," 6878456.48668733",12189
"655015.841094155"," 6854894.07549638",12190
"644117.667273827"," 6865588.85405151",12191
"666510.56232143"," 6879912.96277227",12192
"658749.402659323"," 6860101.12205831",12193
"685189.723869213"," 6874345.98448531",12194
"656324.862110637"," 6877352.97805759",12195
"660157.260191936"," 6871058.14230292",12196
"665302.803000061"," 6840790.04360954",12197
"641758.045602828"," 6846039.7307815",12198
"662653.004305161"," 6848559.26722828",12199
"666138.559078007"," 6847174.4076915",12200
"681453.587120024"," 6839166.87924489",12201
"639881.883214467"," 6870527.50428695",12202
"656280.328507259"," 6862767.6898383",12203
"645870.140386886"," 6851464.84150108",12204
"678410.545564814"," 6846224.22730573",12205
"654152.814099706"," 6850671.66878347",12206
"326679.72033766"," 6655297.00920334",12207
"327953.202770249"," 6685815.52798731",12208
"369187.611424412"," 6678477.38172265",12209
"302117.205168387"," 6727717.13317698",12210
"344948.95924271"," 6715639.20551306",12211
"373254.372485962"," 6719636.90511743",12212
"371766.653106487"," 6707939.19383409",12213
"330424.967784592"," 6751330.64702934",12214
"361425.479770686"," 6745615.32147544",12215
"379805.804662346"," 6741667.3412904",12216
"825273.822201342"," 6502286.60922635",12217
"845762.966001278"," 6516106.94897033",12218
"799003.869177755"," 6522436.02818569",12219
"836880.623856486"," 6533267.53100139",12220
"878217.53253397"," 6512256.15380091",12221
"806241.694203559"," 6535044.76636495",12222
"812052.687150353"," 6525563.95701911",12223
"811965.338186342"," 6551425.64337169",12224
"825434.795897381"," 6548071.82250945",12225
"806056.106229294"," 6567295.62172688",12226
"818012.107917966"," 6566435.60722027",12227
"823139.137564616"," 6507829.1002716",12228
"848866.636463333"," 6506228.18054691",12229
"853333.265375486"," 6512410.24369875",12230
"851457.200803686"," 6509564.23940172",12231
"850264.289690571"," 6519211.3334966",12232
"848859.90273594"," 6527505.93310698",12233
"848348.688300591"," 6518959.39643971",12234
"864824.834106133"," 6516807.15954407",12235
"830017.509534413"," 6539092.52567202",12236
"849442.914523325"," 6535940.43511417",12237
"836227.373890036"," 6542907.40020068",12238
"462415.449057577"," 6566642.12510213",12239
"480648.587217388"," 6564220.75123749",12240
"428836.670766494"," 6604538.34414701",12241
"450178.330677433"," 6572051.58269252",12242
"428896.397596135"," 6612914.11714378",12243
"452599.324525205"," 6602558.77567671",12244
"433216.689691788"," 6623236.57238136",12245
"455516.806404909"," 6639187.73269958",12246
"449284.727640322"," 6676779.09109484",12247
"654475.472078928"," 6862869.74849177",12248
"627916.101284158"," 6893262.22367185",12249
"631866.641005087"," 6890994.69024289",12250
"643961.945109339"," 6882325.72514164",12251
"645517.091852635"," 6887115.7469188",12252
"674688.59918393"," 6884875.58143745",12253
"599253.998222841"," 6895709.15457462",12254
"629814.121100884"," 6900904.96082925",12255
"634684.430614631"," 6905481.68255151",12256
"649652.451722904"," 6881047.36448866",12257
"527258.078164151"," 6797105.4500709",12258
"430154.940531938"," 6816940.34645106",12259
"474234.106950967"," 6828725.5479978",12260
"495071.314455593"," 6826310.12799456",12261
"528060.945069148"," 6822235.23426573",12262
"551370.171461994"," 6818080.01945033",12263
"430551.456156536"," 6845491.12774957",12264
"451058.7528464"," 6841416.27278238",12265
"470052.940189413"," 6847253.89719069",12266
"503436.061720016"," 6838631.46808524",12267
"517607.591172411"," 6864163.02490573",12268
"492956.391697402"," 6874614.42664147",12269
"412152.702683192"," 6863998.24901466",12270
"418890.160015393"," 6875044.78903785",12271
"443449.245033762"," 6897477.24545486",12272
"474820.636517713"," 6884418.57314967",12273
"498986.152392593"," 6899545.63538842",12274
"419957.941612769"," 6909353.35836987",12275
"445864.184414013"," 6912463.06411139",12276
"453319.506978029"," 6908712.94031068",12277
"490695.05884849"," 6908820.52560485",12278
"812758.320783257"," 6479416.92003223",12279
"785110.35430174"," 6490895.59463947",12280
"815404.079602206"," 6497741.87838356",12281
"826133.563117116"," 6488178.13754245",12282
"771001.481762376"," 6526493.08635073",12283
"797789.427376458"," 6516413.39857748",12284
"762512.52722401"," 6552547.59936733",12285
"774570.797555369"," 6547525.50273808",12286
"797430.22603366"," 6550648.46590301",12287
"777477.90255047"," 6556745.25314605",12288
"810786.40737954"," 6571412.5115996",12289
"443622.681676676"," 6736952.7271729",12290
"465960.314801462"," 6752832.08887689",12291
"489042.451639461"," 6753477.99345516",12292
"513129.890944843"," 6748160.374734",12293
"465303.264177903"," 6771277.8180853",12294
"499469.193319591"," 6759748.08002045",12295
"522482.174878974"," 6768536.70571619",12296
"474466.766348608"," 6796803.23944605",12297
"495546.57549298"," 6805409.00313007",12298
"513139.881083543"," 6817194.22145947",12299
"383903.841558662"," 6838135.04693535",12300
"416206.956630477"," 6858655.55192781",12301
"361582.232827985"," 6857158.70241428",12302
"384159.815852349"," 6875601.54363307",12303
"379198.922008094"," 6896160.80393631",12304
"409841.889584341"," 6881926.59617949",12305
"358663.160691702"," 6922067.77403501",12306
"388496.119278301"," 6913494.17602547",12307
"355678.346816183"," 6945023.09167484",12308
"395726.545439851"," 6943646.09125728",12309
"615683.542617196"," 6847817.22993588",12310
"617635.384950047"," 6832295.2101178",12311
